Player,Pos,Squad,Comp,MP,Min,Gls,Ast,GA,xG,npxG,xAG,Sh,SoT,SoT_pct,KP,SCA,GCA,Succ_pct,Goals_per90,Assists_per90,xG_per90,Finishing,Shot_Accuracy
Manuel Neuer,GK,Bayern Munich,de Bundesliga,22,1980,0,0,0,0.0,0.0,0.5,0,0,0.0,1,3,0,100.0,0.0,0.0,0.0,0.0,
Florian Neuhaus,MF,Gladbach,de Bundesliga,18,382,0,1,1,0.6,0.6,0.3,9,3,33.3,6,17,1,55.6,0.0,0.24,0.14,-0.6,33.33
João Neves,"MF,DF",Paris S-G,fr Ligue 1,29,1844,3,8,11,3.0,3.0,4.0,28,11,39.3,33,68,14,53.3,0.15,0.39,0.15,0.0,39.29
Yvan Neyou,MF,Leganés,es La Liga,30,2312,1,1,2,0.6,0.6,0.6,16,3,18.8,13,30,2,45.2,0.04,0.04,0.02,0.4,18.75
Mikayil Ngor Faye,DF,Rennes,fr Ligue 1,11,688,0,0,0,0.4,0.4,0.0,6,3,50.0,1,4,1,33.3,0.0,0.0,0.05,-0.4,50.0
Moussa Niakhate,DF,Lyon,fr Ligue 1,31,2726,0,0,0,0.1,0.1,1.0,2,1,50.0,7,21,2,100.0,0.0,0.0,0.0,-0.1,50.0
Abdoulaye Niakhate Ndiaye,DF,Brest,fr Ligue 1,22,1707,1,0,1,1.0,1.0,0.0,11,2,18.2,1,11,0,25.0,0.05,0.0,0.05,0.0,18.18
Ibrahima Niane,FW,Angers,fr Ligue 1,24,943,3,1,4,5.7,4.9,1.0,29,10,34.5,9,21,4,31.6,0.29,0.1,0.54,-2.7,34.48
Tanguy Nianzou,DF,Sevilla,es La Liga,6,518,0,0,0,0.2,0.2,0.0,2,0,0.0,0,1,0,100.0,0.0,0.0,0.03,-0.2,0.0
Rasmus Nicolaisen,DF,Toulouse,fr Ligue 1,7,623,0,1,1,0.4,0.4,0.2,5,0,0.0,2,9,1,50.0,0.0,0.14,0.06,-0.4,0.0
Moritz Nicolas,GK,Gladbach,de Bundesliga,19,1639,0,0,0,0.0,0.0,0.0,0,0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,
Hans Nicolussi Caviglia,MF,Venezia,it Serie A,35,2861,4,2,6,2.4,2.4,2.1,53,20,37.7,29,66,4,34.0,0.13,0.06,0.08,1.6,37.74
Saúl Ñíguez,MF,Sevilla,es La Liga,24,1553,1,6,7,2.8,2.8,2.5,42,9,21.4,22,50,8,42.9,0.06,0.35,0.16,-1.8,21.43
Eybi Nije,"FW,MF",Torino,it Serie A,16,394,1,0,1,1.5,1.5,0.4,9,5,55.6,4,9,1,36.8,0.23,0.0,0.34,-0.5,55.56
Tamás Nikitscher,"MF,DF",Valladolid,es La Liga,13,858,0,0,0,0.1,0.1,0.0,2,1,50.0,2,4,0,71.4,0.0,0.0,0.01,-0.1,50.0
Justin Njinmah,"FW,MF",Werder Bremen,de Bundesliga,26,952,3,2,5,3.7,3.7,1.6,31,8,25.8,12,39,4,40.7,0.28,0.19,0.35,-0.7,25.81
Eddie Nketiah,"FW,MF",Crystal Palace,eng Premier League,29,1034,3,1,4,5.8,5.8,1.7,43,16,37.2,13,31,3,35.5,0.26,0.09,0.5,-2.8,37.21
Niels Nkounkou,"DF,MF",Eint Frankfurt,de Bundesliga,12,382,0,0,0,0.2,0.2,1.3,4,0,0.0,9,16,1,43.8,0.0,0.0,0.05,-0.2,0.0
Christopher Nkunku,FW,Chelsea,eng Premier League,27,921,3,2,5,4.8,4.8,2.1,25,11,44.0,14,34,4,37.0,0.29,0.2,0.47,-1.8,44.0
Felix Nmecha,MF,Dortmund,de Bundesliga,26,1509,4,1,5,1.3,1.3,1.1,18,6,33.3,14,32,6,65.4,0.24,0.06,0.08,2.7,33.33
Lukas Nmecha,"FW,MF",Wolfsburg,de Bundesliga,19,467,3,0,3,4.5,4.5,0.3,20,9,45.0,3,8,1,50.0,0.58,0.0,0.87,-1.5,45.0
Arnaud Nordin,FW,Montpellier,fr Ligue 1,16,1166,4,1,5,4.1,2.5,0.9,26,11,42.3,15,30,3,45.1,0.31,0.08,0.32,-0.1,42.31
Brooke Norton-Cuffy,"DF,FW",Genoa,it Serie A,14,719,0,0,0,0.3,0.3,0.2,5,2,40.0,2,13,3,35.0,0.0,0.0,0.04,-0.3,40.0
Tijjani Noslin,"FW,MF",Lazio,it Serie A,30,861,2,2,4,2.0,2.0,1.6,19,6,31.6,12,27,4,42.1,0.21,0.21,0.21,0.0,31.58
Randy Nteka,FW,Rayo Vallecano,es La Liga,24,1129,3,0,3,2.6,2.6,0.5,16,8,50.0,9,21,0,33.3,0.24,0.0,0.21,0.4,50.0
Ernest Nuamah,"FW,MF",Lyon,fr Ligue 1,23,1052,3,1,4,2.2,2.2,1.5,28,13,46.4,18,35,2,51.2,0.26,0.09,0.19,0.8,46.43
Alexander Nübel,GK,Stuttgart,de Bundesliga,34,3060,0,1,1,0.0,0.0,0.3,0,0,0.0,3,10,3,100.0,0.0,0.03,0.0,0.0,
Matheus Nunes,"DF,MF",Manchester City,eng Premier League,26,1674,1,6,7,1.2,1.2,4.4,9,4,44.4,23,46,8,46.3,0.05,0.32,0.06,-0.2,44.44
Darwin Núñez,FW,Liverpool,eng Premier League,30,1133,5,2,7,5.8,5.8,1.3,34,13,38.2,11,31,4,34.8,0.4,0.16,0.46,-0.8,38.24
Unai Núñez,DF,Athletic Club,es La Liga,10,645,0,0,0,0.2,0.2,0.1,1,0,0.0,1,2,0,66.7,0.0,0.0,0.03,-0.2,0.0
Antonio Nusa,"MF,DF",RB Leipzig,de Bundesliga,25,1558,3,3,6,1.6,1.6,2.8,24,7,29.2,20,41,5,45.3,0.17,0.17,0.09,1.4,29.17
Ethan Nwaneri,"FW,MF",Arsenal,eng Premier League,26,895,4,2,6,1.2,1.2,1.2,24,9,37.5,16,29,3,59.7,0.4,0.2,0.12,2.8,37.5
Ørjan Nyland,GK,Sevilla,es La Liga,30,2673,0,0,0,0.0,0.0,0.3,0,0,0.0,4,11,2,0.0,0.0,0.0,0.0,0.0,
Allan Nyom,"DF,MF",Getafe,es La Liga,20,887,1,2,3,0.5,0.5,0.3,9,4,44.4,5,11,3,44.4,0.1,0.2,0.05,0.5,44.44
Rabby Nzingoula,MF,Montpellier,fr Ligue 1,27,1689,1,0,1,1.0,1.0,1.6,19,6,31.6,8,35,0,48.1,0.05,0.0,0.05,0.0,31.58
M'Bala Nzola,FW,Lens,fr Ligue 1,21,1460,6,1,7,8.6,8.6,1.3,47,18,38.3,20,39,5,36.8,0.37,0.06,0.53,-2.6,38.3
Christian Nørgaard,MF,Brentford,eng Premier League,34,2819,5,4,9,4.3,4.3,1.3,39,15,38.5,18,58,13,50.0,0.16,0.13,0.14,0.7,38.46
Jake O'Brien,DF,Everton,eng Premier League,20,1571,2,0,2,0.8,0.8,0.6,6,3,50.0,6,16,0,40.0,0.11,0.0,0.05,1.2,50.0
Matt O'Riley,MF,Brighton,eng Premier League,21,938,2,2,4,2.8,2.0,2.4,21,6,28.6,21,40,5,61.5,0.19,0.19,0.27,-0.8,28.57
Dara O'Shea,DF,Ipswich Town,eng Premier League,35,3122,0,2,2,1.3,1.3,0.5,22,2,9.1,3,24,4,50.0,0.0,0.06,0.04,-1.3,9.09
Adam Obert,DF,Cagliari,it Serie A,21,1077,1,1,2,0.9,0.9,0.4,9,2,22.2,10,25,4,35.7,0.08,0.08,0.08,0.1,22.22
Jan Oblak,GK,Atlético Madrid,es La Liga,36,3240,0,0,0,0.0,0.0,0.0,0,0,0.0,0,6,1,100.0,0.0,0.0,0.0,0.0,
Jens Odgaard,"MF,FW",Bologna,it Serie A,29,1952,6,1,7,3.6,3.6,1.8,49,22,44.9,16,45,6,28.3,0.28,0.05,0.17,2.4,44.9
Wilson Odobert,"FW,MF",Tottenham,eng Premier League,16,850,1,0,1,1.6,1.6,1.0,13,4,30.8,6,16,1,37.5,0.11,0.0,0.17,-0.6,30.77
Tim Oermann,DF,Bochum,de Bundesliga,29,2213,0,2,2,0.2,0.2,0.6,9,0,0.0,7,20,3,42.9,0.0,0.08,0.01,-0.2,0.0
Hamzat Ojediran,"MF,FW",Lens,fr Ligue 1,17,416,1,0,1,0.6,0.6,0.4,10,3,30.0,2,9,2,54.5,0.22,0.0,0.13,0.4,30.0
Noah Okafor,FW,Milan,it Serie A,11,414,1,0,1,1.5,1.5,0.3,13,7,53.8,4,11,2,48.0,0.22,0.0,0.33,-0.5,53.85
Caleb Okoli,DF,Leicester City,eng Premier League,19,1125,1,0,1,0.6,0.6,0.0,4,2,50.0,0,4,0,0.0,0.08,0.0,0.05,0.4,50.0
Maduka Okoye,GK,Udinese,it Serie A,25,2250,0,0,0,0.0,0.0,0.0,0,0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,
Joseph Okumu,DF,Reims,fr Ligue 1,22,1695,1,0,1,1.0,1.0,0.1,12,2,16.7,4,25,3,77.8,0.05,0.0,0.05,0.0,16.67
Olasagasti,MF,Real Sociedad,es La Liga,22,857,1,1,2,0.9,0.9,0.8,13,2,15.4,6,16,2,23.1,0.11,0.11,0.09,0.1,15.38
Ben Old,"FW,MF",Saint-Étienne,fr Ligue 1,13,528,0,0,0,1.0,1.0,0.8,11,2,18.2,9,16,1,40.9,0.0,0.0,0.17,-1.0,18.18
Finn Ole Becker,MF,Hoffenheim,de Bundesliga,13,670,0,1,1,0.1,0.1,0.3,4,2,50.0,8,20,3,42.9,0.0,0.13,0.01,-0.1,50.0
Michael Olise,"FW,MF",Bayern Munich,de Bundesliga,34,2334,12,15,27,9.7,9.7,12.0,86,36,41.9,90,169,25,47.7,0.46,0.58,0.37,2.3,41.86
Brian Oliván,DF,Espanyol,es La Liga,17,1017,0,1,1,0.4,0.4,1.1,6,1,16.7,15,24,1,25.0,0.0,0.09,0.04,-0.4,16.67
Lucas Oliveira Rosa,DF,Valladolid,es La Liga,21,1890,0,1,1,0.9,0.9,2.0,8,3,37.5,13,31,1,45.2,0.0,0.05,0.04,-0.9,37.5
Mathías Olivera,DF,Napoli,it Serie A,32,2370,0,2,2,1.1,1.1,1.7,16,2,12.5,25,42,5,31.3,0.0,0.08,0.04,-1.1,12.5
Dani Olmo,"MF,FW",Barcelona,es La Liga,25,1212,10,3,13,6.5,4.9,3.0,40,15,37.5,26,66,12,51.1,0.74,0.22,0.48,3.5,37.5
Becir Omeragic,DF,Montpellier,fr Ligue 1,22,1799,0,0,0,0.3,0.3,0.1,7,3,42.9,3,9,0,78.6,0.0,0.0,0.02,-0.3,42.86
Jonas Omlin,GK,Gladbach,de Bundesliga,12,978,0,0,0,0.0,0.0,0.0,0,0,0.0,0,1,0,100.0,0.0,0.0,0.0,0.0,
Andrew Omobamidele,DF,Strasbourg,fr Ligue 1,10,539,0,0,0,0.0,0.0,0.0,0,0,0.0,0,1,0,50.0,0.0,0.0,0.0,0.0,
Ado Onaiwu,"MF,FW",Auxerre,fr Ligue 1,31,957,4,1,5,4.0,4.0,1.1,23,14,60.9,10,28,1,44.0,0.38,0.09,0.38,0.0,60.87
Amadou Onana,MF,Aston Villa,eng Premier League,26,1617,3,0,3,2.1,2.1,0.7,17,6,35.3,10,32,4,70.0,0.17,0.0,0.12,0.9,35.29
André Onana,GK,Manchester Utd,eng Premier League,34,3060,0,0,0,0.0,0.0,0.2,0,0,0.0,1,4,0,100.0,0.0,0.0,0.0,0.0,
Jean Onana,MF,Genoa,it Serie A,9,304,0,0,0,0.0,0.0,0.1,1,0,0.0,2,4,0,50.0,0.0,0.0,0.0,0.0,0.0
Jacob Ondrejka,"MF,FW",Parma,it Serie A,12,422,5,0,5,1.3,1.3,0.6,14,10,71.4,7,14,1,75.0,1.07,0.0,0.28,3.7,71.43
Paul Onuachu,FW,Southampton,eng Premier League,25,1050,4,1,5,3.6,3.6,0.5,34,15,44.1,8,9,1,30.8,0.34,0.09,0.31,0.4,44.12
Frank Onyeka,MF,Augsburg,de Bundesliga,31,2586,0,1,1,1.4,1.4,1.3,24,6,25.0,17,50,4,33.3,0.0,0.03,0.05,-1.4,25.0
Loïs Openda,"FW,MF",RB Leipzig,de Bundesliga,33,2453,9,5,14,9.0,8.2,3.4,77,31,40.3,28,66,10,29.7,0.33,0.18,0.33,0.0,40.26
Christopher Operi,"DF,FW",Le Havre,fr Ligue 1,13,1169,0,2,2,0.3,0.3,2.2,7,1,14.3,24,36,3,51.9,0.0,0.15,0.02,-0.3,14.29
Gift Orban,FW,Hoffenheim,de Bundesliga,13,687,4,0,4,3.4,3.4,0.2,11,4,36.4,2,12,2,36.4,0.52,0.0,0.45,0.6,36.36
Willi Orban,DF,RB Leipzig,de Bundesliga,25,2222,5,0,5,4.0,4.0,1.0,22,7,31.8,8,21,3,75.0,0.2,0.0,0.16,1.0,31.82
